sentence_id,book,parution,start_pdf_page,end_pdf_page,text
23895,3,1996,832,832,"Les batailles de boules de neige des gens du Weyr les amusaient beaucoup, et ils se prélassaient avec délices dans la chaleur du soleil intensifiée par la réverbération."
23896,3,1996,833,833,"Malgré sa situation plus septentrionale, le Weyr de Telgar ne reçut qu’un empan de neige, et dut s’en contenter."
23897,3,1996,833,833,"Les jeunes dragons étaient fascinés par cette matière, et par le fait d’avoir à briser la glace pour se baigner dans le lac."
23898,3,1996,833,833,Baigner un dragonet
23899,3,1996,833,833,"était devenu dangereux, mais T’dam demandait aux apprentis de savonner leur bête et de la rincer dans l’eau glaciale."
23900,3,1996,833,833,Ces bains quotidiens n’avaient rien d’agréable pour les jeunes chevaliersdragons.
23901,3,1996,833,833,"— J’ai encore des engelures, se plaignit Debera à Iantine, lui montrant ses doigts boudinés quand il vint la regarder soigner Morath."
23902,3,1996,833,833,"Il adorait prendre la petite verte pour modèle, parce que, dit-il à Debera, « elle a une variété d’expressions incroyable, et elle adopte des postures extraordinaires »."
23903,3,1996,833,833,Debera était bien trop rassotée de son dragon pour contester cette opinion « impartiale ».
23904,3,1996,833,833,"Elle figurait sur tous les dessins, mais ne le remarqua pas, pourtant cela n’échappa pas à ses camarades."
23905,3,1996,833,833,— Tu devrais demander du baume à Tisha.
23906,3,1996,833,833,"Ça m’a stoppé les démangeaisons comme ça ! dit Iantine, faisant claquer ses doigts."
23907,3,1996,833,833,"— Oh, j’en ai, répondit-elle."
23908,3,1996,833,833,"— Ça ne te sert à rien dans le pot, tu sais."
23909,3,1996,833,833,"— Oui, je sais, dit-elle d’un ton d’excuse en baissant la tête."
23910,3,1996,833,833,"— Hé, je ne te grondais pas, dit-il doucement, lui relevant le menton."
23911,3,1996,833,833,Qu’est-ce que j’ai fait de mal ?
23912,3,1996,833,833,"— Rien, dit-elle, écartant son doigt avec un sourire trop radieux."
23913,3,1996,833,833,"Des fois, j’ai des idées idiotes."
23914,3,1996,833,833,N’y fais pas attention.
23915,3,1996,833,833,"— Oh, je n’y fais pas attention, répliqua-t-il, avec tant d’entrain"
23916,3,1996,833,833,qu’elle lui jeta un regard étonné.
23917,3,1996,833,833,Continue à savonner ta bête…
23918,3,1996,833,833,Il tourna une page de son carnet et prit son crayon derrière son oreille.
23919,3,1996,833,833,— Continue…
23920,3,1996,833,833,"— Iantine a le béguin pour toi, Debera, dit Grisella, lorgnant sa compagne de dortoir d’un air futé."
23921,3,1996,833,833,— Iantine ?
23922,3,1996,833,833,Il ne pense qu’à dessiner.
23923,3,1996,833,833,"Il dessinerait son gros orteil s’il n’avait pas d’autre modèle, répondit Debera."
23924,3,1996,833,833,"En plus, il va bientôt partir pour Benden…"
23925,3,1996,833,833,— Est-ce qu’il te manquera ?
23926,3,1996,833,833,demanda Jule d’un air finaud.
23927,3,1996,833,833,— Me manquer ?
23928,3,1996,833,833,"fit Debera, étonnée."
23929,3,1996,834,834,"Il me manquera à moi, dit Morath d’un ton si lugubre que tous les autres dragonets se tournèrent vers elle, leurs yeux tournoyant de désarroi."
23930,3,1996,834,834,— Qu’est-ce qu’elle a dit pour les bouleverser tous ?
23931,3,1996,834,834,demanda Jule.
23932,3,1996,834,834,"— Mais ma chérie, il n’est pas né au Weyr, dit Debera à son dragon, lui caressant la joue."
23933,3,1996,834,834,Il ne peut pas rester ici indéfiniment.
23934,3,1996,834,834,"— Si on me le demandait, je dirais que ça ne déplairait pas à Iantine, intervint Sarra."
23935,3,1996,834,834,"— Mais personne ne te le demande, rétorqua Angie, acide."
23936,3,1996,834,834,"— Est-ce qu’il a jamais fait quoi que ce soit avec toi, Debera ?"
23937,3,1996,834,834,"À part dessiner, je veux dire, demanda Jule, les yeux brillants de curiosité."
23938,3,1996,834,834,"— Non, bien sûr."
23939,3,1996,834,834,Pourquoi ?
23940,3,1996,834,834,"dit Debera, rougissante et contrariée."
23941,3,1996,834,834,C’était l’inconvénient d’avoir à coucher avec les autres.
23942,3,1996,834,834,"Elles pouvaient devenir terriblement indiscrètes parfois, même si elles étaient mieux intentionnées que sa mère et ses sœurs."
23943,3,1996,834,834,"Elle, elle ne cherchait pas à savoir où elles étaient allées le soir, quand elles rentraient tard."
23944,3,1996,834,834,— Elle est désespérante !
23945,3,1996,834,834,"s’écria Jule, levant les bras au ciel, exaspérée."
23946,3,1996,834,834,"Le plus beau célibataire du Weyr, et elle est aveugle !"
23947,3,1996,834,834,— Elle est amoureuse de Morath !
23948,3,1996,834,834,intervint Sarra.
23949,3,1996,834,834,"Remarque, on n’a rien à dire !"
23950,3,1996,834,834,— La plupart d’entre nous…
23951,3,1996,834,834,"– et Jule fit une pause significative – savent que nos dragons sont la part essentielle de notre vie, mais qu’ils ne sont pas tout."
23952,3,1996,834,834,Même T’dam a une compagne de Weyr.
23953,3,1996,834,834,"— Nous n’avons pas encore de Weyr, dit Mesla, parlant pour la première fois, car elle interprétait tout littéralement."
23954,3,1996,834,834,"Impossible d’amener quelqu’un ici, avec vous toutes pour reluquer."
23955,3,1996,834,834,Debera sentit qu’elle rougissait : elle avait les joues en feu.
23956,3,1996,834,834,"— En tout cas, ça ne t’a pas retenue, toi, dit Sarra à Jule, penchant la tête d’un air entendu."
23957,3,1996,834,834,Jule eut un sourire énigmatique.
23958,3,1996,834,834,"— En ma qualité de seule résidente de ce dortoir élevée au Weyr, permettez-moi de vous assurer que nos préférences peuvent influencer celles de nos dragons."
23959,3,1996,834,834,"— Ils n’auront pas de vol nuptial avant huit ou neuf mois, dit Angie, qui, à l’évidence, avait soigneusement enregistré la remarque de Jule."
23960,3,1996,834,834,Mais suppose que ton dragon en aime un autre dont tu ne peux pas souffrir le maître ?
23961,3,1996,834,834,— Tu veux parler d’O’ney ?
23962,3,1996,834,834,"dit Jule, souriant de l’embarras d’Angie."
23963,3,1996,835,835,Elle domina pourtant sa gêne et rétorqua vivement :
23964,3,1996,835,835,"— Il est impossible, même pour un chevalier bronze."
23965,3,1996,835,835,Vous l’avez entendu se vanter que son escadrille est toujours la meilleure dans les concours ?
23966,3,1996,835,835,Comme s’il n’y avait rien d’autre d’important !
23967,3,1996,835,835,"— Pour lui, sans doute que non, dit Grasella."
23968,3,1996,835,835,"Mais ce sont plutôt les chevaliers bleus qui me tracassent, Jule."
23969,3,1996,835,835,"Je veux dire, certains sont très sympa, mais sans les offenser, la plupart n’aiment pas les filles."
23970,3,1996,835,835,"— Oh, fit Jule haussant les épaules avec indolence, c’est encore plus facile."
23971,3,1996,835,835,Tu t’arranges avec un autre chevalier-dragon quand ta verte est en chaleur.
23972,3,1996,835,835,"Puis le chevalier bleu fait ça avec son copain s’il en a un, ou un autre qui est d’accord – et vous pouvez être sûres que tout le monde est d’accord quand les dragons participent."
23973,3,1996,835,835,"Alors vous couchez avec celui qui vous plaît, le chevalier bleu avec son chéri, et tout le monde est content !"
23974,3,1996,835,835,"Les filles digérèrent cette information, diversement enthousiastes ou écœurées."
23975,3,1996,835,835,"— Ce que vous faites, ça ne dépend que de vous, vous savez, poursuivit Jule."
23976,3,1996,835,835,Et nous ne sommes pas non plus limitées à ce Weyr.
23977,3,1996,835,835,"Oh, termina-t-elle avec un profond soupir, ce que je serai contente quand nous pourrons voler où nous voudrons !"
23978,3,1996,835,835,"— Mais je croyais que tu t’entendais bien avec T’red ? dit Mesla, les yeux dilatés de consternation."
23979,3,1996,835,835,"— Oui, mais ça ne veut pas dire que je ne peux pas trouver mieux dans un autre Weyr."
23980,3,1996,835,835,"Les vertes sont chaudes, vous savez."
23981,3,1996,835,835,"— Ah, mais pourrons-nous aller dans les autres Weyrs ?"
23982,3,1996,835,835,"dit Sarra, brandissant un index malicieux."
23983,3,1996,835,835,"Dans quatre ou cinq mois, les Chutes vont commencer, et alors nous n’aurons plus une minute, avec les sacs de pierre de feu à porter aux combattants."
23984,3,1996,835,835,"Ses yeux brillèrent à cette idée, et elle croisa les bras sur ses épaules."
23985,3,1996,835,835,— Activité plus exaltante que d’avoir un seul homme et des flopées d’enfants.
23986,3,1996,835,835,"Debera détourna la tête, ne voulant pas participer à cette discussion ridicule."
23987,3,1996,835,835,Quelque chose te tracasse
23988,3,1996,835,835,", dit Morath, baissant lentement la tête pour la poser sur les genoux de la jeune fille."
23989,3,1996,835,835,Je t’aime et je te trouve merveilleuse.
23990,3,1996,835,835,Iantine aussi.
23991,3,1996,835,835,Cette confidence stupéfia Debera.
23992,3,1996,835,835,Tu crois ?
23993,3,1996,836,836,Je crois ! dit Morath avec force.
23994,3,1996,836,836,"Il aime tes yeux verts, ta démarche, et ce petit rire contenu quand tu parles."
23995,3,1996,836,836,Comment tu fais ça ?
23996,3,1996,836,836,"Debera porta la main à sa gorge, se sentant toute bête pour le coup."
23997,3,1996,836,836,Tu peux lui parler à lui aussi ?
23998,3,1996,836,836,Ou juste écouter ce qu’il pense ?
23999,3,1996,836,836,Il pense très haut.
24000,3,1996,836,836,Surtout près de toi.
24001,3,1996,836,836,Je ne l’entends pas aussi bien quand tu es loin.
24002,3,1996,836,836,Il pense très haut à toi.
24003,3,1996,836,836,"— DEBERA, cria Sarra, interrompant cette intéressante conversation."
24004,3,1996,836,836,— Quoi ?
24005,3,1996,836,836,Je parlais avec Morath.
24006,3,1996,836,836,Qu’est-ce que tu as dit ?
24007,3,1996,836,836,"— Sans importance, répondit Sarra avec un grand sourire."
24008,3,1996,836,836,Tes robes pour la Fin d’
24009,3,1996,836,836,Année sont prêtes ?
24010,3,1996,836,836,"— J’ai encore un essayage, dit Debera, que ce sujet embarrassait également."
24011,3,1996,836,836,Elle avait tenté de convaincre Tisha que la belle robe verte de l’Éclosion lui suffirait.
24012,3,1996,836,836,"Mais Tisha l’avait ignorée, et avait exigé qu’elle choisisse deux couleurs parmi les échantillons disponibles : une pour le soir, une autre pour la journée."
24013,3,1996,836,836,"Tout le monde au Weyr, semblait-il, avait de nouveaux vêtements pour la Fin de la Révolution."
24014,3,1996,836,836,"Et pourtant, quelque chose en Debera se délectait à l’idée d’avoir deux robes neuves que personne n’avait portées avant elle."
24015,3,1996,836,836,Elle s’avoua qu’elle avait espéré que Iantine la remarquerait dans ces beaux atours.
24016,3,1996,836,836,"Maintenant, après les informations de Morath, elle se demanda s’il verrait seulement qu’elle avait une robe neuve."
24017,3,1996,836,836,— À propos de Weyrs… commença Mesla.
24018,3,1996,836,836,"— Ça remonte à une demi-heure, Mesla, protesta"
24019,3,1996,836,836,Angie.
24020,3,1996,836,836,Alors ?
24021,3,1996,836,836,"— Il n’y en a plus beaucoup, et les grands dragons choisiront les premiers, non ?"
24022,3,1996,836,836,"— T’en fais pas, dit Jule."
24023,3,1996,836,836,Certains se libéreront d’ici qu’on en ait besoin.
24024,3,1996,836,836,"Puis elle porta la main à sa bouche, réalisant ce qu’elle venait de sousentendre."
24025,3,1996,836,836,— Ce n’est pas ce que je voulais dire.
24026,3,1996,836,836,Je ne dirais jamais ça.
24027,3,1996,836,836,"Je veux dire, je n’irais jamais déménager dans…"
24028,3,1996,836,836,"— Alors, tais-toi, Jule, dit Sarra d’un ton calme mais sans réplique."
24029,3,1996,836,836,— Qui a le baume ?
24030,3,1996,836,836,"demanda Grisella de la couchette voisine, rompant le silence presque insoutenable."
24031,3,1996,836,836,Mes doigts recommencent à me démanger.
24032,3,1996,836,836,Personne ne m’avait dit qu’on attrape des engelures en s’occupant d’un dragon.
24033,3,1996,836,836,Angie trouva le baume dans ses fourrures et le lui passa.
24034,3,1996,836,836,"— Après toi, dit doucement Debera en le donnant à Angie."
24035,3,1996,837,837,Les bavardages rieurs furent terminés pour la nuit.
24036,3,1996,837,837,"— Je n’ai pas eu beaucoup de temps, dit Jemmy de son ton le plus rébarbatif, quand Clisser lui demanda où il en était des ballades historiques."
24037,3,1996,837,837,J’ai dû étudier tous ces trucs juridiques.
24038,3,1996,837,837,Pourquoi avoir pris tant de peine pour ces salauds de gardes ?
24039,3,1996,837,837,On aurait dû les exiler tout de suite dans les îles.
24040,3,1996,837,837,Sans ces comédies de jugements.
24041,3,1996,837,837,"— Ces procès n’étaient pas des comédies, Jemmy, dit Clisser, d’un ton réprobateur si peu habituel que Jemmy leva les yeux sur lui, stupéfait."
24042,3,1996,837,837,Ces procès étaient nécessaires.
24043,3,1996,837,837,"Pour prouver que, nous, nous n’agissons pas de façon arbitraire…"
24044,3,1996,837,837,"— Pas comme Chalkin, tu veux dire ? dit Jemmy avec un grand sourire, ses dents mal plantées donnant un air plus rusé que jamais à son long visage."
24045,3,1996,837,837,— Exactement.
24046,3,1996,837,837,"— Vous perdez trop de temps avec lui, dit Jemmy, se remettant à sa lecture."
24047,3,1996,837,837,— Qu’est-ce que tu cherches ?
24048,3,1996,837,837,— Je ne sais pas.
24049,3,1996,837,837,"Je cherche, parce que je sais qu’il y a quelque chose qui peut nous servir pour déterminer la position de la Planète Rouge… quelque chose de si simple que j’enrage de ne pas me le rappeler."
24050,3,1996,837,837,Je sais que je l’ai vu quelque part…
24051,3,1996,837,837,Il repoussa son livre avec irritation.
24052,3,1996,837,837,— Ça aiderait beaucoup si les copistes avaient eu des écritures lisibles.
24053,3,1996,837,837,Je passe trop de temps à les déchiffrer.
24054,3,1996,837,837,"Brusquement, il tendit le bras vers l’appui de la fenêtre, pardessus son bureau encombré, et posa devant lui un nouvel appareil."
24055,3,1996,837,837,— Voilà ton nouvel ordinateur.
24056,3,1996,837,837,"Il sourit à Clisser qui regardait l’objet – des perles de couleur enfilées sur dix baguettes, réparties en deux portions inégales."
24057,3,1996,837,837,— Qu’est-ce que c’est ?
24058,3,1996,837,837,"s’écria Clisser, prenant l’objet et constatant que les perles se déplaçaient sur les baguettes."
24059,3,1996,837,837,— Ils appelaient ça un abaque
24060,3,1996,837,837,.
24061,3,1996,837,837,Un compteur.
24062,3,1996,837,837,C’est ancien et ça fonctionne toujours.
24063,3,1996,837,837,Jemmy reprit l’appareil à Clisser et lui fit une démonstration.
24064,3,1996,838,838,— Ça remplacera les calculateurs.
24065,3,1996,838,838,La plupart sont hors d’usage maintenant.
24066,3,1996,838,838,Et j’ai aussi trouvé les plans de ceci.
24067,3,1996,838,838,"Il fouilla dans ses papiers et en sortit un instrument composé d’une règle avec une partie centrale coulissante, les deux surfaces gravées d’échelles logarithmiques."
24068,3,1996,838,838,"— On peut faire des calculs assez compliqués avec la règle à calcul, comme ils l’appelaient."
24069,3,1996,838,838,Presque aussi vite qu’on tape sur une calculette.
24070,3,1996,838,838,Clisser regarda les deux objets l’un après l’autre.
24071,3,1996,838,838,"— Ainsi, voilà à quoi ressemble une règle à calcul."
24072,3,1996,838,838,"Elle était mentionnée dans un traité sur les premiers calculateurs, mais je n’aurais jamais cru que nous aurions un jour à recourir aux anciens appareils."
24073,3,1996,838,838,On y parlait aussi de l’abaque.
24074,3,1996,838,838,Tu n’as pas perdu de temps à les réinventer.
24075,3,1996,838,838,— Et je trouverai aussi cet appareil que je cherche si tu me laisses tranquille et que tu ne m’accables pas d’autres recherches.
24076,3,1996,838,838,"— J’espère, dit Clisser de son ton le plus diplomatique, que tu me donneras quelque chose à montrer pour le Solstice d’Hiver et la Fin de la Révolution."
24077,3,1996,838,838,"Jemmy se redressa brusquement, pencha la tête et regarda Clisser, qui se pencha vers lui avec espoir, retenant son souffle pour ne pas perturber la concentration du jeune homme."
24078,3,1996,838,838,"— Bon sang, s’écria Jemmy, s’avachissant et tapant du poing sur la table."
24079,3,1996,838,838,Ça a quelque chose à voir avec les solstices.
24080,3,1996,838,838,—
24081,3,1996,838,838,"Eh bien, puisque tu es retourné aux abaques et aux règles à calcul, pourquoi pas un cadran solaire ?"
24082,3,1996,838,838,"dit Clisser, facétieux."
24083,3,1996,838,838,"Jemmy se redressa de nouveau, encore plus raide que la première fois."
24084,3,1996,838,838,"— Pas un cadran solaire, dit-il lentement, mais une horloge cosmique…"
24085,3,1996,838,838,une pendule des étoiles comme stone
24086,3,1996,838,838,… stone quelque chose…
24087,3,1996,838,838,— Stonehenge ?
24088,3,1996,838,838,— Qu’est-ce que c’est que ça ?
24089,3,1996,838,838,— Un monument préhistorique de la vieille Terre.
24090,3,1996,838,838,"Sallisha t’en dira beaucoup plus si tu le lui demandes, dit finement Clisser, récompensé par un geste dédaigneux de Jemmy."
24091,3,1996,838,838,"On découvrit finalement que c’était un calendrier étonnant, prédisant les éclipses avec précision et vérifiant le lever du soleil aux solstices."
24092,3,1996,838,838,"Clisser se tut, regardant, les yeux dilatés, Jemmy dont la mâchoire s’était affaissée pour former un « O » silencieux, stupéfait de ces paroles."
24093,3,1996,839,839,"— Seulement, c’était un cercle de pierres…"
24094,3,1996,839,839,"dans une plaine… bredouilla Clisser, dessinant du geste menhirs et linteaux."
24095,3,1996,839,839,"Grommelant entre ses dents, il s’approcha des rayons pour chercher le texte auquel il pensait."
24096,3,1996,839,839,— Nous l’avons sans doute copié.
24097,3,1996,839,839,Nous devons l’avoir copié…
24098,3,1996,839,839,"— Pas nécessairement, le contredit Jemmy, car vous vous intéressiez essentiellement aux faits historiques importants."
24099,3,1996,839,839,"Nous devrons l’adapter à nos besoins, qui sont d’encadrer la Planète Rouge quand la conjonction se produit."
24100,3,1996,839,839,Il fouillait dans le désordre de son bureau à la recherche d’une feuille de papier vierge et d’un crayon.
24101,3,1996,839,839,Il ne trouva d’abord que trois bouts de crayons cassés.
24102,3,1996,839,839,— Voilà autre chose qu’il nous faudra réinventer… le stylo.
24103,3,1996,839,839,— Le stylo ?
24104,3,1996,839,839,répéta Clisser en écho.
24105,3,1996,839,839,Jamais entendu parler.
24106,3,1996,839,839,— Je t’aurai ça demain.
24107,3,1996,839,839,Laisse-moi seulement réfléchir…
24108,3,1996,839,839,Jemmy s’interrompit
24109,3,1996,839,839,le temps de sourire d’un air diabolique devant l’étonnement de Clisser
24110,3,1996,839,839,.
24111,3,1996,839,839,— … je crois que j’aurai quelque chose pour la Fin de la Révolution.
24112,3,1996,839,839,Mais seulement si tu t’en vas immédiatement.
24113,3,1996,839,839,"Clisser sortit, ferma doucement la porte derrière lui et s’arrêta un instant."
24114,3,1996,839,839,"— Je crois que je viens de me faire chasser de mon propre bureau, dit-il, regardant la porte sur laquelle on avait récemment repeint son nom."
24115,3,1996,839,839,Humm.
24116,3,1996,839,839,Il tourna une petite pancarte NE PAS DÉRANGER et s’éloigna en sifflotant le chœur de la Ballade du Devoir.
24117,3,1996,839,839,Il attraperait Sallisha avant qu’elle monte à son bureau.
24118,3,1996,839,839,Cela lui ferait plaisir.
24119,3,1996,839,839,"Enfin, peut-être."
24120,3,1996,839,839,Il descendit vivement l’escalier et la rencontra comme elle rentrait.
24121,3,1996,839,839,"— Je ne suis pas en retard, dit-elle d’un ton caustique, resserrant les bras convulsivement sur un énorme registre."
24122,3,1996,839,839,Il était bon pour une engueulade.
24123,3,1996,839,839,— Je n’ai pas dit que tu étais en retard.
24124,3,1996,839,839,Allons donc nous asseoir confortablement dans la salle des professeurs.
24125,3,1996,839,839,"— Mes conclusions ne doivent pas être discutées en public, dit-elle avec un mouvement de recul."
24126,3,1996,839,839,Elle était peut-être l’un de ses meilleurs professeurs
24127,3,1996,839,839,– même si l’on disait que les jeunes apprenaient leurs leçons pour se tirer de ses griffes – mais elle était totalement hostile à son programme d’actualisation.
24128,3,1996,840,842,Clisser sourit aussi aimablement qu’il le put.
24129,3,1996,840,842,"— Elle est déserte pour le moment, et le sera encore pendant deux bonnes heures."
24130,3,1996,840,842,"Elle eut un reniflement dédaigneux, mais quand il s’effaça courtoisement devant elle, elle s’ébranla en faisant claquer ses talons."
24131,3,1996,840,842,Comme Morinst vers son… Clisser frissonna et se hâta de la suivre.
24132,3,1996,840,842,"La salle était vide, et un bon feu crépitait dans la cheminée."
24133,3,1996,840,842,"Un pichet de klah était posé sur le chauffe-plats, et, pour changer, il y avait des tasses propres."
24134,3,1996,840,842,Il se demanda si Bethany avait fait le ménage.
24135,3,1996,840,842,Il y avait même du sucre dans le sucrier.
24136,3,1996,840,842,"Oui, c’était sûrement Bethany, s’efforçant de faciliter cette entrevue."
24137,3,1996,840,842,"Avant de fermer la porte, il retourna aussi la pancarte NE PAS DÉRANGER, puis donna un tour de clé."
24138,3,1996,840,842,Sallisha s’était assise dans le fauteuil le moins confortable – cette femme jouissait positivement du martyre !
24139,3,1996,840,842,Elle serrait toujours son précieux registre sur son cœur.
24140,3,1996,840,842,"— Tu ne peux pas supprimer l’histoire grecque des études, dit-elle, agressive, se lançant dans un discours manifestement préparé à l’avance."
24141,3,1996,840,842,Ils doivent comprendre d’où vient notre forme de gouvernement pour l’apprécier.
24142,3,1996,840,842,Tu dois inclure…
24143,3,1996,840,842,— Sallisha
24144,3,1996,840,842,", cela peut être enseigné avec des rudiments, pas toute la culture, commença"
24145,3,1996,840,842,Clisser.
24146,3,1996,840,842,"— Mais c’est la culture qui a déterminé la forme du gouvernement… ditelle, atterrée par son manque de compréhension."
24147,3,1996,840,842,"— Si un étudiant est assez curieux pour désirer en savoir plus, personne ne l’en empêchera."
24148,3,1996,840,842,Mais il est inutile de forcer des laboureurs et des bouviers à apprendre des choses sans aucun rapport avec leur mode de vie.
24149,3,1996,840,842,—
24150,3,1996,840,842,Tu les rabaisses en parlant ainsi.
24151,3,1996,840,842,"— Non, je leur épargne des heures d’études ennuyeuses en les remplaçant par l’histoire de Pern…"
24152,3,1996,840,842,— Elle n’est pas assez longue pour mériter le nom d’« histoire ».
24153,3,1996,840,842,— Hier est histoire aujourd’hui.
24154,3,1996,840,842,Mais tu veux que je le répète ?
24155,3,1996,840,842,"L’« histoire », c’est ce qui est arrivé dans la vie et l’évolution d’un peuple… de nous – il se frappa la poitrine – les Pernais."
24156,3,1996,840,842,Et le récit systématique de ce qui nous est arrivé – il se refrappa la poitrine – accompagné d’analyse et d’explications.
24157,3,1996,840,842,"Depuis le commencement de la colonie de Pern… ça c’est de l’histoire, noble et exaltante, que cette survie dans des conditions incroyables, contre un ennemi implacable, cette audace, cette ingéniosité, ce courage, et c’est l’histoire de cette planète, non d’un endroit qui n’est qu’un nom."
24158,3,1996,840,842,C’est mieux que notre histoire ancienne – si c’est bien enseigné.
24159,3,1996,840,842,— Est-ce que tu doutes de ma…
24160,3,1996,840,842,"— Jamais de la vie, Sallisha, et c’"
24161,3,1996,840,842,"est pourquoi j’ai besoin de ta totale coopération pour les nouveaux programmes, enrichis et plus orientés vers la vie pratique."
24162,3,1996,840,842,"En moyenne, tes étudiants ont de meilleures notes aux examens que ceux des autres professeurs, y compris les laboureurs et les bouviers, mais ils ne se servent plus jamais des connaissances que tu leur as communiquées."
24163,3,1996,840,842,La vie sur Pern est assez difficile… avec l’ennemi extérieur que nous devons combattre…
24164,3,1996,840,842,Qu’ils aient la fierté de leurs ancêtres… de leurs ancêtres les plus récents.
24165,3,1996,840,842,Et non l’indifférence confuse et torturée qui suivit les premiers Colons.
24166,3,1996,840,842,"De plus, poursuivit-il implacablement comme elle ouvrait la bouche pour parler, les procès de Telgar et Benden ont prouvé que nous ne passons pas assez de temps à enseigner à notre population les droits que leur confère la Charte…"
24167,3,1996,840,842,— Mais j’ai passé…
24168,3,1996,840,842,"— Toi, certainement, mais tous doivent insister – et il claqua son poing dans sa paume – sur les droits qu’ont les vassaux par rapport à leur Seigneur, sur la façon de revendiquer leur allocation de terres, et les moyens de prévenir ce qui s’est passé à Bitra…"
24169,3,1996,840,842,"— Aucun autre Seigneur n’est aussi mauvais, dit-elle, sa bouche se tordant de dégoût en prononçant ce dernier mot."
24170,3,1996,840,842,Ne va pas te mettre en tête de m’y envoyer maintenant qu’Issony en est parti !
24171,3,1996,840,842,dit-elle d’un ton farouche en brandissant l’index.
24172,3,1996,840,842,"— Pas toi, Sallisha."
24173,3,1996,840,842,Tu es bien trop précieuse pour gaspiller tes dons à Bitra.
24174,3,1996,840,842,"Pour Bitra, il faudrait un enseignant de caractère plus souple et compatissant que Sallisha."
24175,3,1996,840,842,— Mais je m’étonne du nombre de gens qui ignoraient les droits que leur donne la Charte.
24176,3,1996,840,842,Et ce n’est pas bon.
24177,3,1996,840,842,Non que les misérables Bitrans aient osé les faire valoir auprès de Chalkin… même s’ils les avaient connus.
24178,3,1996,840,842,"Je parle des gens venus assister aux procès, et il est consternant de constater que très peu d’entre eux savaient que les petits vassaux avaient droit à la liberté de mouvement et de réunion, et le droit d’en appeler à un médiateur en cas de litige sur les dîmes."
24179,3,1996,840,842,— Pourquoi les Seigneurs ne l’ont-ils pas déposé ?
24180,3,1996,840,842,"s’enquit-elle, sa virulence s’en prenant à une nouvelle victime."
24181,3,1996,840,842,"À l’évidence, il est incapable de gouverner un Fort, et encore moins pendant un Passage."
24182,3,1996,840,842,Je ne comprends pas leurs hésitations.
24183,3,1996,840,842,"— Sallisha, il faut une décision unanime pour déposer un Seigneur, lui dit-il, légèrement réprobateur."
24184,3,1996,840,842,— Et qui fait de la résistance ?
24185,3,1996,840,842,— Jamson.
24186,3,1996,840,842,Elle fit claquer sa langue avec irritation.
24187,3,1996,840,842,— Et c’est un autre endroit où je ne veux pas aller.
24188,3,1996,840,842,Le froid aggraverait mes problèmes d’articulations.
24189,3,1996,840,842,"— Je le sais, Sallisha, et c’est pourquoi je me suis demandé si tu accepterais d’aller à Nerat Sud cette année."
24190,3,1996,840,842,— Combien de déplacements ?
24191,3,1996,840,842,"demanda-t-elle, encore méfiante."
24192,3,1996,840,842,—
24193,3,1996,840,842,"Six grands fortins, et cinq villages plus petits, mais tous à des distances raisonnables."
24194,3,1996,840,842,"Et tes déplacements auraient tous lieu les jours sans Chutes, naturellement."
24195,3,1996,840,842,Excellent logement et contrat très avantageux.
24196,3,1996,840,842,Gardner a veillé à ce que toutes les conditions concordent avec tes souhaits.
24197,3,1996,840,842,Il porta la main à la poche de son justaucorps et en sortit le document.
24198,3,1996,840,842,—
24199,3,1996,840,842,"Tu veux m’amadouer, c’est ça ?"
24200,3,1996,840,842,"dit-elle avec quelque coquetterie, prenant le document qu’il lui tendait."
24201,3,1996,840,842,"— Tu es mon meilleur professeur, Sallisha."
24202,3,1996,840,842,"— Mais cela ne me fera pas approuver davantage ton massacre de l’histoire pré-pernaise, Clisser."
24203,3,1996,840,842,— Ce n’était pas l’idée.
24204,3,1996,840,842,Mais nous ne pouvons pas te mettre en danger dans les plaines de Keroon…
24205,3,1996,840,842,— J’ai promis d’y retourner…
24206,3,1996,840,842,— Ils comprendront…
24207,3,1996,840,842,— Ils ont quelques très belles intelligences là
24208,3,1996,840,842,-
24209,3,1996,840,842,bas…
24210,3,1996,840,842,"— Tu en trouveras partout où tu iras, Sallisha, car tu as le don."
24211,3,1996,840,842,"Puis il prit une liasse de papier, beaucoup plus épaisse que la première : le nouveau programme."
24212,3,1996,840,842,— Tu t’apercevras qu’il est beaucoup plus facile à transmettre aux élèves.
24213,3,1996,840,842,Elle le regarda comme s’il eût été un serpent.
24214,3,1996,843,843,FORTS
24215,3,1996,843,843,DES HAUTES
24216,3,1996,843,843,TERRES ET DE FORT
24217,3,1996,843,843,"— Eh bien, y a-t-il un moyen de le faire changer d’avis ?"
24218,3,1996,843,843,"dit Paulin à Thea et Gallian, dans le solarium confortablement chaud des Hautes Terres où la Dame du Fort recevait son hôte."
24219,3,1996,843,843,Thea haussa les épaules.
24220,3,1996,843,843,"— Pas par des arguments logiques, c’est certain."
24221,3,1996,843,843,Il était indigné qu’on ait ignoré «
24222,3,1996,843,843,le droit d’un Seigneur à juger ses gens » pour ces deux procès
24223,3,1996,843,843,.
24224,3,1996,843,843,Non qu’il ait eu des objections envers les sentences…
24225,3,1996,843,843,— «
24226,3,1996,843,843,"Ce n’est que justice, et ils auraient aussi dû être exilés dans les îles, car maintenant, ils vont provoquer d’autres troubles », intervint Gallian, imitant la voix catarrheuse de son père."
