ID unique,Noms humains,Second nom,Troisième nom,Quatrième nom,ID unique,aliases
686,Oma,,,,686,Oma
687,Orna,,,,687,Orna
688,Osemore,,,,688,Osemore
689,Oterel,,,,689,Oterel
690,Otto,Hegelman,,,690,Otto Hegelman | Hegelman | Otto
691,Ozzie,Munson,Oz,,691,Ozzie Munson Oz | Ozzie Munson | Munson Oz | Ozzie Oz | Munson | Ozzie | Oz
692,P’leen,,,,692,P’leen
693,P’nine,,,,693,P’nine
694,P’ratan,,,,694,P’ratan
695,P’tero,,,,695,P’tero
696,P’zar,,,,696,P’zar
697,Palim,,,,697,Palim
698,Palla,,,,698,Palla
699,Pardure,,,,699,Pardure
700,Parren,,,,700,Parren
701,Pat,Hempenstall,,,701,Pat Hempenstall | Hempenstall | Pat
702,Patrice,de Broglie,,,702,Patrice de Broglie | de Broglie | Patrice
703,Patry,,,,703,Patry
704,Patsy,Swann,,,704,Patsy Swann | Patsy | Swann
705,Paul,Benden,,,705,Paul Benden | Benden | Paul
706,Paul,Logorides,,,706,Paul Logorides | Logorides | Paul
707,Paulin,,,,707,Paulin
708,Pell,,,,708,Pell
709,Pellomar,,,,709,Pellomar
710,Pendora,,,,710,Pendora
711,Pendra,,,,711,Pendra
712,Pergamol,,,,712,Pergamol
713,Perschar,Pershar,,,713,Perschar Pershar | Perschar | Pershar
714,Persellan,,,,714,Persellan
715,Pessia,,,,715,Pessia
716,Petan,,,,716,Petan
717,Peter,Semling,,,717,Peter Semling | Semling | Peter
718,Peterpar,,,,718,Peterpar
719,Petey,Pete,,,719,Petey Pete | Petey | Pete
720,Peth,,,,720,Peth
721,Petillo,,,,721,Petillo
722,Petiron,,,,722,Petiron
723,Phas,Radamanth,,,723,Phas Radamanth | Radamanth | Phas
724,Piemur,,,,724,Piemur
725,Pierre,de Courcis,,,725,Pierre de Courcis | de Courcis | Pierre
726,Pilgra,,,,726,Pilgra
727,Pol ,Nietro,,,727,Pol Nietro | Nietro | Pol
728,Pona,,,,728,Pona
729,Porrig,Connell,,,729,Porrig Connell | Connell | Porrig
730,Possil,,,,730,Possil
731,Pragal,,,,731,Pragal
732,Pressen,,,,732,Pressen
733,Prilla,,,,733,Prilla
734,Quitrin,,,,734,Quitrin
735,R’gul,Rangul,,,735,R’gul Rangul | Rangul | R’gul
736,R’limeak,,,,736,R’limeak
737,R’mart,,,,737,R’mart
738,R’miel,R’mel,,,738,R’miel R’mel | R’miel | R’mel
739,R’nor,,,,739,R’nor
740,R’yar,,,,740,R’yar
741,Raid,,,,741,Raid
742,Raïd,,,,742,Raïd
743,Ram,Da,,,743,Ram Da | Ram | Da
744,Ramala,,,,744,Ramala
745,Rammany,,,,745,Rammany
746,Rampesi,,,,746,Rampesi
747,Randy,,,,747,Randy
748,Ranly,,,,748,Ranly
749,Rannelly,Rannely,,,749,Rannelly Rannely | Rannelly | Rannely
750,Ranneth,,,,750,Ranneth
751,Ranrel,,,,751,Ranrel
752,Rapal,,,,752,Rapal
753,Rasa,,,,753,Rasa
754,Ratoshigan,Ratoshinga,,,754,Ratoshigan Ratoshinga | Ratoshigan | Ratoshinga
755,Readis,,,,755,Readis
756,Red,Hanrahan,,,756,Red Hanrahan | Hanrahan | Red
757,Relna,,,,757,Relna
758,Rency,,,,758,Rency
759,René,Mallibeau,,,759,René Mallibeau | Mallibeau | René
760,Ricardy,,,,760,Ricardy
761,Richud,,,,761,Richud
762,Rill,Nerilka,,,762,Rill Nerilka | Nerilka | Rill
763,Riller,,,,763,Riller
764,Robina,,,,764,Robina
765,Robinton,Rob,Robie,,765,Robinton Rob Robie | Robinton Robie | Robinton Rob | Rob Robie | Robinton | Robie | Rob
766,Roblyn,,,,766,Roblyn
767,Robse,,,,767,Robse
768,Rokayas,,,,768,Rokayas
769,Ronchin,,,,769,Ronchin
770,Rosheen,,,,770,Rosheen
771,Rudi,Shwartz,Rudolph,,771,Rudi Shwartz Rudolph | Shwartz Rudolph | Rudi Rudolph | Rudi Shwartz | Rudolph | Shwartz | Rudi
772,Rulyar,,,,772,Rulyar
773,Runel,,,,773,Runel
774,S’bran,,,,774,S’bran
775,S’dra,,,,775,S’dra
776,S’gar,,,,776,S’gar
777,S’gor,,,,777,S’gor
778,S’goral,,,,778,S’goral
779,S’lan,Selessan,Sellie,,779,S’lan Selessan Sellie | Selessan Sellie | S’lan Selessan | S’lan Sellie | Selessan | Sellie | S’lan
780,S’lel,,,,780,S’lel
781,S’len,,,,781,S’len
782,S’ligar,,,,782,S’ligar
783,S’loner,,,,783,S’loner
784,S’mon,Thomas,,,784,S’mon Thomas | Thomas | S’mon
785,S’nan,,,,785,S’nan
786,S’peren,,,,786,S’peren
787,S’rond,,,,787,S’rond
788,Sabra,Ongola,Stein,,788,Sabra Ongola Stein | Ongola Stein | Sabra Ongola | Sabra Stein | Ongola | Sabra | Stein
789,Saday,,,,789,Saday
790,Sagassy,,,,790,Sagassy
791,Sal,,,,791,Sal
792,Salda,,,,792,Salda
793,Sallah ,Telgar-Andiyar,,,793,Sallah Telgar-Andiyar | Telgar-Andiyar | Sallah
794,Sallisha,,,,794,Sallisha
795,Saltor,,,,795,Saltor
796,Samvel,,,,796,Samvel
797,Saneter,,,,797,Saneter
798,Sangel,,,,798,Sangel
799,Sanra,,,,799,Sanra
800,Sarah,,,,800,Sarah
801,Sarai,,,,801,Sarai
802,Sarra,,,,802,Sarra
803,Scallak,,,,803,Scallak
804,Scand,,,,804,Scand
805,Sch’gall,,,,805,Sch’gall
806,Sean,Connell,O’Connell,,806,Sean Connell O’Connell | Connell O’Connell | Sean O’Connell | Sean Connell | O’Connell | Connell | Sean
807,Sebell,Sebel,Sevell,,807,Sebell Sebel Sevell | Sebell Sevell | Sebel Sevell | Sebell Sebel | Sebell | Sevell | Sebel
808,Sefal,,,,808,Sefal
809,Sefran,,,,809,Sefran
810,Segoina,,,,810,Segoina
811,Sella,,,,811,Sella
812,Sellel,,,,812,Sellel
813,Semment,,,,813,Semment
814,Serubil,,,,814,Serubil
815,Sev,Ritecamp,,,815,Sev Ritecamp | Ritecamp | Sev
816,Severeid,,,,816,Severeid
817,Sh’gall,,,,817,Sh’gall
818,Shadder,,,,818,Shadder
819,Shankolin,Glasstol de Crom,,,819,Shankolin Glasstol de Crom | Glasstol de Crom | Shankolin
820,Shanna,,,,820,Shanna
821,Sharra,Sharrie,,,821,Sharra Sharrie | Sharrie | Sharra
822,Shavva,Fahroud,,,822,Shavva Fahroud | Fahroud | Shavva
823,Shawan,,,,823,Shawan
824,Sheledon,Shel,,,824,Sheledon Shel | Sheledon | Shel
825,Sherris,,,,825,Sherris
826,Sheve,,,,826,Sheve
827,Shih,Lao,,,827,Shih Lao | Shih | Lao
828,Shonagar,,,,828,Shonagar
829,Shonagor,,,,829,Shonagor
830,Shulse,,,,830,Shulse
831,Shuvin,,,,831,Shuvin
832,Sicca,,,,832,Sicca
833,Sifer,,,,833,Sifer
834,Sigomal,,,,834,Sigomal
835,Sigomel,,,,835,Sigomel
836,Silga,,,,836,Silga
837,Silma,,,,837,Silma
838,Silon,,,,838,Silon
839,Silton,,,,839,Silton
840,Silvana,,,,840,Silvana
841,Silvina,,,,841,Silvina
842,Sim,,,,842,Sim
843,Sintary,,,,843,Sintary
844,Sira,,,,844,Sira
845,Sirrie,,,,845,Sirrie
846,Sitta,,,,846,Sitta
847,Sneel,,,,847,Sneel
848,Sograny,,,,848,Sograny
849,Solth,,,,849,Solth
850,Soover,,,,850,Soover
851,Soreel,,,,851,Soreel
852,Sorka,,,,852,Sorka
853,Sousmal,,,,853,Sousmal
854,Sparling,,,,854,Sparling
855,St’ven,,,,855,St’ven
856,Stella,,,,856,Stella
857,Stev,Kimmer,,,857,Stev Kimmer | Kimmer | Stev
858,Stinar,,,,858,Stinar
859,Stolla,,,,859,Stolla
860,Struan,,,,860,Struan
861,Strud,,,,861,Strud
862,Sucho,,,,862,Sucho
863,Sue,Havers,,,863,Sue Havers | Havers | Sue
864,Sufur,,,,864,Sufur
865,Suriana,,,,865,Suriana
866,Suze,,,,866,Suze
867,Svenda,Olubushtu,,,867,Svenda Olubushtu | Olubushtu | Svenda
868,Sydra,,,,868,Sydra
869,T’bor,,,,869,T’bor
870,T’bot,,,,870,T’bot
871,T’dam,,,,871,T’dam
872,T’gellan,,,,872,T’gellan
873,T’gor,,,,873,T’gor
874,T’gran,,,,874,T’gran
875,T’grel,,,,875,T’grel
876,T’kil,,,,876,T’kil
877,T’kul,T’kull,,,877,T’kul T’kull | T’kull | T’kul
878,T’lan,,,,878,T’lan
879,T’ledon,,,,879,T’ledon
880,T’lion,Gaddie,,,880,T’lion Gaddie | Gaddie | T’lion
881,T’lonneg,,,,881,T’lonneg
882,T’nure,,,,882,T’nure
883,T’ragel,,,,883,T’ragel
884,T’ral,,,,884,T’ral
885,T’ran,,,,885,T’ran
886,T’reb,,,,886,T’reb
887,T’red,,,,887,T’red
888,T’ron,,,,888,T’ron
889,T’sen,,,,889,T’sen
890,T’sum,,,,890,T’sum
891,T’tel,T’lel,,,891,T’tel T’lel | T’lel | T’tel
892,T’ton,,,,892,T’ton
893,Tagetarl,Tag,,,893,Tagetarl Tag | Tagetarl | Tag
894,Tai,,,,894,Tai
895,Talina,,,,895,Talina
896,Talmor,,,,896,Talmor
897,Talpan,,,,897,Talpan
898,Tanus,,,,898,Tanus
899,Tarathel,,,,899,Tarathel
900,Targus,,,,900,Targus
901,Tarrie,Chernoff,,,901,Tarrie Chernoff | Chernoff | Tarrie
902,Tarvi,Andiyar,Andivar,,902,Tarvi Andiyar Andivar | Andiyar Andivar | Tarvi Andivar | Tarvi Andiyar | Andivar | Andiyar | Tarvi
903,Tashkovich,,,,903,Tashkovich
904,Tashvi,,,,904,Tashvi
905,Tawkin,,,,905,Tawkin
906,Ted ,Tubberman,Tubbermann,,906,Ted Tubberman Tubbermann | Tubberman Tubbermann | Ted Tubbermann | Ted Tubberman | Tubbermann | Tubberman | Ted
907,Tegger,,,,907,Tegger
908,Tela,,,,908,Tela
909,Tellani,,,,909,Tellani
910,Temma,,,,910,Temma
911,Tenna,,,,911,Tenna
912,Terentel,,,,912,Terentel
913,Terry,,,,913,Terry
914,Tesner,,,,914,Tesner
915,Texur,,,,915,Texur
916,Thea,,,,916,Thea
917,Thella,,,,917,Thella
918,Theng,,,,918,Theng
919,Théo,Force,,,919,Théo Force | Force | Théo
920,Theskin,,,,920,Theskin
921,Tikini,,,,921,Tikini
922,Tilarek,,,,922,Tilarek
923,Tilgin,,,,923,Tilgin
924,Tilsit,,,,924,Tilsit
925,Timareen,,,,925,Timareen
926,Timiny,Tim,,,926,Timiny Tim | Timiny | Tim
927,Tinamon,,,,927,Tinamon
928,Tino,,,,928,Tino
929,Tippel,,,,929,Tippel
930,Tirone,,,,930,Tirone
931,Tisha,,,,931,Tisha
932,Tolocamp,,,,932,Tolocamp
933,Tom,Patrick,,,933,Tom Patrick | Patrick | Tom
934,Tomlinson,,,,934,Tomlinson
935,Tomol,,,,935,Tomol
936,Tordril,,,,936,Tordril
937,Torene,,,,937,Torene
938,Toric,,,,938,Toric
939,Torjus,,,,939,Torjus
940,Torlin,,,,940,Torlin
941,Torlo,,,,941,Torlo
942,Toronas,,,,942,Toronas
943,Torsten,,,,943,Torsten
944,Tortole,,,,944,Tortole
945,Tosikin,,,,945,Tosikin
946,Tracey Train,,,,946,Tracey Train
947,Tragger,,,,947,Tragger
948,Traller,,,,948,Traller
949,Tranilty,,,,949,Tranilty
950,Trelbin,,,,950,Trelbin
951,Triana,,,,951,Triana
952,Trume,,,,952,Trume
953,Tuck,,,,953,Tuck
954,Tuero,,,,954,Tuero
955,Tumara,,,,955,Tumara
956,Tunge,,,,956,Tunge
957,Turlon,,,,957,Turlon
958,Turvine,Turving,,,958,Turvine Turving | Turvine | Turving
959,Tuvor,,,,959,Tuvor
960,Twenone,,,,960,Twenone
961,Ussie,,,,961,Ussie
962,Usuai,,,,962,Usuai
963,Uvor,,,,963,Uvor
964,V’last,,,,964,V’last
965,V’line,,,,965,V’line
966,V’mul,,,,966,V’mul
967,Valden,,,,967,Valden
968,Valli,Lieb,,,968,Valli Lieb | Valli | Lieb
969,Valrol,,,,969,Valrol
970,Vandentine,,,,970,Vandentine
971,Vander,,,,971,Vander
972,Varena,Vanira,Nanira,,972,Varena Vanira Nanira | Vanira Nanira | Varena Nanira | Varena Vanira | Nanira | Vanira | Varena
973,Varney,,,,973,Varney
974,Venabil,,,,974,Venabil
975,Vendross,,,,975,Vendross
976,Vergerin,,,,976,Vergerin
977,Vesna,,,,977,Vesna
978,Vessa,,,,978,Vessa
979,Viderian,,,,979,Viderian
980,Vieil Oncle,,,,980,Vieil Oncle
981,Vincet,,,,981,Vincet
982,Viredian,,,,982,Viredian
983,Virginia,,,,983,Virginia
984,Vormital,,,,984,Vormital
985,W’ter,,,,985,W’ter
986,Wade,Lorenzo,,,986,Wade Lorenzo | Lorenzo | Wade
987,Waine,,,,987,Waine
988,Wanson,,,,988,Wanson
989,Wansor,,,,989,Wansor
990,Wansôr,,,,990,Wansôr
991,Warbret,,,,991,Warbret
992,Warlow,,,,992,Warlow
993,Washell,Wachell,Wash,,993,Washell Wachell Wash | Washell Wachell | Wachell Wash | Washell Wash | Wachell | Washell | Wash
994,Wil,,,,994,Wil
995,Wimmia,,,,995,Wimmia
996,Winalla,,,,996,Winalla
997,Winnia,,,,997,Winnia
998,Wonegal,,,,998,Wonegal
999,Wyzall,,,,999,Wyzall
1000,Xi,Chi,Yuen,,1000,Xi Chi Yuen | Chi Yuen | Xi Yuen | Xi Chi | Yuen | Chi | Xi
1001,Yanus,,,,1001,Yanus
1002,Yorag,,,,1002,Yorag
1003,Yvonne,Yves,,,1003,Yvonne Yves | Yvonne | Yves
1004,Z’gal,,,,1004,Z’gal
1005,Z’ran,,,,1005,Z’ran
1006,Zalla,,,,1006,Zalla
1007,Zewe,,,,1007,Zewe
1008,Zi,Ongola,,,1008,Zi Ongola | Ongola | Zi
1009,Zulaya,,,,1009,Zulaya
1010,Zurg,,,,1010,Zurg
